Original;Titulo;Anio;Sinopsis;Link_Imagen;Generos;Puntuacion_IMDb;Temporadas;Episodios
Kizazi Moto Generation Fire;Kizazi moto: Generación Fuego;2023 - 2023;"""Esta antología de ciencia ficción animada cargada de acción presenta diez visiones futuristas de África que se inspiran en diferentes historias y culturas del continente. Con la producción del director y ganador de un Óscar, Peter Ramsey, estos diez cortos son obra de una nueva generación de animadores e imaginan desde una mirada africana nuevos mundos llenos de avances tecnológicos, extraterrestres, espíritus y monstruos"";"" África como nunca antes la has visto.""";https://image.tmdb.org/t/p/w500/vB147fvjZQsjDkmM0sPBoU59Ivq.jpg;Animación, Acción, Ciencia ficción;6.2;1;10
Klaus [2019][1080p][2.87 Gb];Klaus;2019;Un cartero egoísta y un juguetero huraño forjan una amistad muy especial, que sembrará la alegría en un pueblo frío y oscuro.;https://image.tmdb.org/t/p/w500/aLniylyJlbXEdxvaGSuQkRACWUx.jpg;Animación, Familia, Comedia;8.222;0;0
Kung Fu Panda - El guerrero dragón;Kung Fu Panda: El caballero del dragón;2022 - 2023;Durante una merecida gira gastronómica por China, acusan injustamente a Po de hacer un uso indebido de un arma mágica. Para recuperar su reputación, Po recurre a la ayuda de una guerrera inglesa impaciente y juntos emprenden una búsqueda épica.;https://image.tmdb.org/t/p/w500/8wIb3Oy4fKkre9kAt7mCwWd4kaS.jpg;Animación, Acción, Comedia, Familia, Ciencia ficción;7.492;3;42
Kung Fu Panda - The Paws of Destiny;Kung Fu Panda: The Paws of Destiny;2018 - 2019;Aunque Po ha superado toda clase de retos a lo largo de su vida, nadie le ha preparado para asumir el más grande y peligroso de todos al que tendrá que hacer frente como profesor de Kung Fu junto a un grupo de niños en el Pueblo Panda. Tanto él como sus pupilos se embarcan en una aventura en la que viven increíbles historias, pelean en feroces batallas y van camino de convertirse en auténticas leyendas vivas.;https://image.tmdb.org/t/p/w500/74uZKQGQNJXhd362CvWp1vGF4f1.jpg;Animación, Familia, Acción, Comedia;7.245;2;26
Kung Fu Panda 1 [2008][1080p][2.66Gb];Kung Fu Panda;2008;El protagonista es un oso panda llamado Po, el más vago de todas las criaturas del Valle de la Paz. Con poderosos enemigos acercándose, la esperanza es depositada en una antigua profecía que dice que un héroe se alzará para salvarles. Voces originales de Jack Black, Angelina Jolie, Dustin Hoffman, Lucy Liu & Jackie Chan.;https://image.tmdb.org/t/p/w500/zcORJ8s9zsBjvKxP0k4FASQSjpf.jpg;Acción, Animación, Comedia, Familia;7.323;0;0
Kung Fu Panda 2 [2011][1080p][2.71Gb];Kung Fu Panda 2;2011;"""Po está ahora viviendo su sueño como el Guerrero del Dragón, protegiendo el Valle de la Paz junto a sus amigos y sus compañeros maestros del kung fu. Los Cinco Furiosos. Pero su nueva e impresionante vida se encuentra amenazada por la aparición de un villano formidable, que planea usar un arma secreta imparable para conquistar China y destruir el kung fu. Po debe volver la vista a su pasado para descubrir los secretos de su misterioso origen"";"" solo entonces podrá adquirir la fuerza que necesita para vencer.""";https://image.tmdb.org/t/p/w500/aNji9U9SPTecmoqGippQUBEyouy.jpg;Animación, Familia, Comedia, Acción;7.066;0;0
Kung Fu Panda 3 [2016][1080p][3.66 Gb];Kung Fu Panda 3;2016;Cuando el durante mucho tiempo perdido padre de Po aparece de repente, el dúo ya reunido viaja a un paraíso secreto de pandas para conocer a montones de nuevos e hilarantes osos. Pero cuando el villano sobrenatural Kai comienza a recorrer toda China venciendo a todos los maestros de kung fu, Po deberá hacer lo imposible: aprender a entrenar a una comunidad repleta de divertidos y torpes hermanos para formar el equipo definitivo de Kung Fu Pandas.;https://image.tmdb.org/t/p/w500/t11f8palNbICK9Ip5QLrUfhLJYq.jpg;Animación, Acción, Aventura, Comedia, Familia;6.927;0;0
Kung Fu Panda 4 [2024][1080p][2.96 Gb];Kung Fu Panda 4;2024;"""Po se prepara para ser el líder espiritual del Valle de la Paz, buscando un sucesor como Guerrero Dragón. Mientras entrena a un nuevo practicante de kung fu, enfrenta al villano llamado """"el Camaleón"""", que evoca villanos del pasado, desafiando todo lo que Po y sus amigos han aprendido.""";https://image.tmdb.org/t/p/w500/2xgGWjM3a38E4KTLapvC53RnpN1.jpg;Acción, Aventura, Animación, Comedia, Familia, Fantasía;7.002;0;0
La Bella Y La Bestia [1991][1080p][2.4 Gb];La bella y la bestia;1991;Una hermosa joven llamada Bella acepta alojarse en un castillo con una bestia a cambio de la libertad de su padre. La bestia es, en realidad, un príncipe encantado. Para romper el hechizo, deberá ganarse el amor de una preciosa dama antes de que caiga el último pétalo de una rosa encantada.;https://image.tmdb.org/t/p/w500/1FxMtEUc6DP1MXsTBftOFaoCVVO.jpg;Romance, Familia, Animación, Fantasía;7.728;0;0
La Bella Y La Bestia 2 - Una Navidad Encantada [1997][1080p][2.4 Gb];La bella y la bestia 2: Una navidad encantada;1997;Es víspera de Navidad y Bella planea animar y decorar el sombrío castillo de Bestia con alegría y muchos adornos, aún sabiendo que Bestia odia la Navidad. Antes de que empiece la fiesta, Bella, junto a todos los personajes que encandilaron al mundo, descubren que el Maestro Fortes, un malvado órgano de tubos y su fiel y divertido compañero Pífano están tratando de sabotear el evento. Ni siquiera bajo esta terrible amenaza, Bella desiste de enseñar a Bestia el verdadero significado de la Navidad. Con una animación exquisita, esta película brilla con nuevos y sorprendentes personajes, música envolvente y magia.;https://image.tmdb.org/t/p/w500/xY0MXOXPfUIif5RkzpobTMvCtma.jpg;Animación, Fantasía, Familia, Romance;6.233;0;0
La Cancion Del Mar [2014][1080p][3.49 Gb];La canción del mar;2014;Ben y Saoirse son dos hermanos que viven en un faro de una isla junto a su padre que, para protegerlos de los peligros del mar, los envía con su abuela a la ciudad. Allí Ben descubre que su hermana pequeña es una Selkie, un hada del mar, una niña-foca que cantando puede liberar a los Seres Mágicos del sortilegio que les hizo la Bruja de los Búhos. Juntos emprenderán un viaje fantástico.;https://image.tmdb.org/t/p/w500/5JuW5B0UnD1ihhRXJdZbuvfrgcS.jpg;Familia, Animación, Fantasía;7.996;0;0
La Casa Buho;Casa Búho;2020 - 2023;Luz, una adolescente humana muy segura de sí misma, tropieza con un portal a un nuevo mundo mágico donde se hace amiga de una bruja rebelde, Eda, y de un adorable y diminuto guerrero, Rey. A pesar de no saber hacer magia, Luz persigue su sueño de convertirse en bruja aprendiendo de Eda en la Casa Búho, y acaba por encontrar una nueva familia en un entorno extraño.;https://image.tmdb.org/t/p/w500/lE5OYF0axjCVtrxLMetA8i8QpZ8.jpg;Animación, Acción, Comedia, Ciencia ficción, Familia;8.666;3;43
La Cenicienta [1950][1080p][2.52 Gb];La Cenicienta;1950;Cenicienta vive con su madrastra y las dos hijas de ésta. Las tres le hacen la vida imposible y la tienen trabajando sin parar en las labores del hogar. Pero ella establece amistad con los animales de la casa, que le ayudarán a asistir al baile Real al que su madre no le permite ir.;https://image.tmdb.org/t/p/w500/vqzeSm5Agvio7DahhKXaySUbUUW.jpg;Familia, Fantasía, Animación, Romance;7.049;0;0
La Cenicienta 2 - Un Sueño Hecho Realidad [2002][1080p][984 Mb];La Cenicienta II: ¡La magia no termina a media noche!;2002;Recién coronada como princesa, Cenicienta aprende rápidamente que la vida en palacio y sus responsabilidades reales son más complicadas de lo que había imaginado. En tres conmovedoras historias, Cenicienta pide a sus amigos los animales y a su Hada Madrina que la ayuden a desempeñar su papel real, y descubre que ser fiel a uno mismo es la mejor manera de hacer sus sueños realidad.;https://image.tmdb.org/t/p/w500/eUoQl8Bhd4s5woTc35lHFijhLcW.jpg;Familia, Animación, Romance, Fantasía;6.123;0;0
La Cenicienta 3 - Un Giro en el Tiempo [2007][1080p][991 Mb];La Cenicienta III: Qué pasaría si;2007;La madrastra de Cenicienta se apodera de la varita mágica del Hada Madrina para viajar atrás en el tiempo y lograr cambiar el curso de los acontecimientos mediante un maléfico hechizo.;https://image.tmdb.org/t/p/w500/hnu7CGMc1zQejwjUIEGcSikdhmV.jpg;Animación, Romance, Familia, Fantasía;6.5;0;0
La Cumbre de los Dioses [2021][1080p][3 Gb];La cumbre de los dioses;2021;¿George Mallory murió subiendo o bajando por la cima del Everest, el 8 de junio de 1924? Setenta años después, cuando Fukamachi, un joven reportero, compra una vieja cámara Kodak en un mercado de Katmandú, cree que puede encontrar la respuesta. Este descubrimiento lo lleva al mundo de los montañeros ansiosos que persiguen conquistas imposibles, donde el amor y los fantasmas se entrelazan.;https://image.tmdb.org/t/p/w500/xHJAunNc8wyC4hOprU1Vur7dgSs.jpg;Animación, Aventura, Misterio;7.8;0;0
La Dama Y El Vagabundo [1955][1080p][3.5 Gb];La dama y el vagabundo;1955;"""Reina es una preciosa perrita de pura raza que vive feliz en su hogar. Jaimito y Linda, la miman mucho y ella corresponde feliz a sus cuidados. Sin embargo, el día en que sus dueños deciden hacer un viaje, la vida de Reina se ve alterada"";"" la llegada de la tía Sara con sus gatos no provoca más que sobresaltos. Menos mal que conoce a Golfo, un perro vagabundo muy simpático""";https://image.tmdb.org/t/p/w500/vHbizQYlkL8MwtOdsdWaPuR5N5w.jpg;Animación, Familia, Romance, Aventura, Comedia;7.124;0;0
La Dama Y El Vagabundo 2 [2001][1080p][2.7 Gb];La dama y el vagabundo 2: Las aventuras de Golfillo;2001;Los encantadores perritos Reina y Golfo han sido padres de cuatro cachorros: Anette, Colette, Daniela y Golfillo. Este último es el más travieso de todos y se ve atraído por la libertad del mundo exterior lejos de las normas domésticas. Una noche escapa de casa y conoce a Ángela, una preciosa perrita huérfana que vive en las calles. Junto a ella y un grupo de nuevos amigos descubrirá un mundo desconocido para él. ¿Encontrará Golfillo la aventura de su vida en las calles, o aprenderá a valorar el amor que le brinda la familia que dejó atrás?;https://image.tmdb.org/t/p/w500/wHVa5xmRD4r2RT4peQMSQqz1hNs.jpg;Animación, Familia, Romance, Aventura;6.343;0;0
La Fiesta de las Salchichas - Comidatopia;La fiesta de las salchichas: Frutopía;2024 - 2025;Tras acabar con la humanidad, la comida intenta crear su propia utopía.;https://image.tmdb.org/t/p/w500/vauSduQlUarPFPPq5MIhSvmdSw7.jpg;Animación, Comedia, Acción, Ciencia ficción;6.842;2;16
La Fiesta de las Salchichas [2016][1080p][3.81 Gb];La fiesta de las salchichas;2016;La trama sigue el drama de una salchicha y sus amigos, otros productos de supermercado, cuando descubren que serán brutalmente asesinados al llegar a casa de sus compradores. Es entonces que necesitan encontrar una manera de regresar al supermercado y avisar a sus amigos de lo que realmente sucede con la comida.;https://image.tmdb.org/t/p/w500/4YiHAxavhMLaBqOzx7ZirmOwNkD.jpg;Aventura, Animación, Comedia, Fantasía;5.752;0;0
La Gallina Turuleca [2019][1080p][2.92 Gb];La Gallina Turuleca;2020;Turuleca es una gallina singular. Su peculiar aspecto desata las burlas del resto del gallinero, hasta que un día Isabel, una ex-profesora de música, la lleva a vivir a su granja. Allí, feliz y en armonía, la gallina descubre su gran talento oculto con la ayuda de Isabel: ¡Turuleca no sólo puede hablar, sino que canta como jamás has oído cantar a una gallina!;https://image.tmdb.org/t/p/w500/cTZb36ZHSGWX12GZj6mIE3TAXfe.jpg;Familia, Animación, Música, Aventura;7.1;0;0
La Gran Aventura de Winnie the Pooh [1997][1080p][1.08 Gb];La gran aventura de Winnie the Pooh;1997;De la espesura del Bosque de los Cien Acres llega una nueva y encantadora película protagonizada por el más querido de los osos. Es el último día de verano, y Christopher Robin no se atreve a decirle a Pooh que se marcha para ir al colegio. Así que decide escribirle una nota, que Pooh y el resto de sus amigos malinterpretan. Creyendo que su querido amiguito se ha perdido y tiene problemas, Pooh, Piglet, Igor y Conejo se embarcan en la que será la mayor aventura de sus vidas: ¡la búsqueda de Christopher Robin! Cinco deliciosas nuevas canciones que realzan el mensaje que transmite la historia: aunque estén separados por la distancia, los amigos siempre permanecen unidos en el corazón. Una preciosa historia que cautivará al público de todas las edades.;https://image.tmdb.org/t/p/w500/qa419JCL94R6GzS6WWiLKf4pTzi.jpg;Animación, Familia, Aventura;7.148;0;0
La Granja [2007][1080p][1.44 Gb];La granja maldita;1970;Una joven pareja hereda una granja. Deciden irse a vivir al campo y reconstruirla. Una vez dentro de ella, unas fuerzas sobrenaturales comenzarán a manifestarse.;https://image.tmdb.org/t/p/w500/h3JF9ntnWhpqba1caOLNEh6bEri.jpg;Terror, Película de TV;6.08;0;0
La Leyenda de Vox Machina;La leyenda de Vox Machina;2022 - 2026;Son un hatajo de pendencieros inadaptados reconvertidos en mercenarios. A Vox Machina le interesa más el dinero fácil y la cerveza barata que proteger el reino. Pero cuando este se ve amenazado por algo maligno, esta bulliciosa panda se da cuenta de que nadie más puede restablecer la justicia.;https://image.tmdb.org/t/p/w500/zaupUro1dIxKE4GyikKDyxNU6Tu.jpg;Animación, Ciencia ficción, Acción;8.201;4;48
La leyenda del Charro Negro (2018);La Leyenda del Charro Negro;2018;Conoce la historia del Charro Negro, el hombre que pasa las noches a caballo buscando a sus víctimas.  Después de liberar al Chupacabras, Leo San Juan, decide que es el momento de regresar junto con su hermano Nando a casa de su abuela. A mitad del camino, el Charro Negro logra confundir a Leo y por su culpa, una niña inocente es arrastrada al inframundo. Leo se ve obligado a reparar el daño. Sus amigos acudirán para intentar ayudarle y poder salir de allí cuanto antes. Pero no es casualidad que el Charro haya elegido involucrar a Leo, sus intenciones van más allá de conseguir un alma nueva.;https://image.tmdb.org/t/p/w500/fDLJ5vIeRL68cIHlob11w2pBzH0.jpg;Animación, Fantasía, Acción, Familia, Terror;8.136;0;0
La Leyenda del Rey Mono El Regreso del Heroe [2015][720p][700 Mb];La Leyenda del Rey Mono: El Regreso del Héroe;2015;El todopoderoso Rey Mono una vez vagó libremente entre el Cielo y la Tierra, pero después de enfadar a los Dioses, fue encarcelado dentro de una jaula de hielo en las profundidades de las montañas. 500 años después, los monstruos atacan una pequeña aldea y un niño huye a las montañas. Sin saberlo, el niño libera al Rey Mono de su maldición. Con la ayuda y el ánimo de este niño especial, el Rey Mono intentará salvar al pueblo de los malvados monstruos.;https://image.tmdb.org/t/p/w500/gYYtHnUw2UyADX1WVXIuA4G8M9j.jpg;Fantasía, Animación, Comedia;6.923;0;0
La Película de Tigger [2000][1080p][4.2 Gb];La película de Tigger;2000;Tigger y Rito hacen una minuciosa búsqueda en el Bosque de los Cien Acres reuniendo pistas sobre la familia de Tigger.;https://image.tmdb.org/t/p/w500/zMEky5WS29EjnmeSXvSm4YATV2R.jpg;Animación, Familia, Comedia;6.625;0;0
La Princesa y El Sapo [2009][1080p][2.89 Gb];Tiana y el sapo;2009;Tiana, una muchacha de origen humilde que vive en Nueva Orleans, trabaja como camarera y cocinera para conseguir realizar el sueño que compartio con su padre, conseguir abrir su propio restaurante.Pero todo cambia cuando el Príncipe Naveen, heredero de la corona de Maldonia, llega a la ciudad. En su camino se cruza el Doctor Facilier, un brujo vudú que engaña al príncipe y lo convierte en una rana. Atrapado en su nueva forma, Naveen intentará romper el encantamiento utilizando la forma clásica de los cuentos, es decir, con el beso de una princesa. Convence a Tiana para que le bese pero, las cosas no son tan sencillas.;https://image.tmdb.org/t/p/w500/lSNqVycC40mujo0tiRZvp6Ef5qQ.jpg;Animación, Romance, Fantasía, Familia;7.224;0;0
La Sirenita [1989][1080p][2.83 Gb];La sirenita;1989;Ariel es una sirena adolescente, hija de Tritón, el rey del mar. Desobedeciendo a su padre, visita la superficie y se enamora del príncipe Eric. Con la esperanza de encontrar a su amado, la sirenita cae inocentemente bajo los encantos de Úrsula, la bruja del mar, que la transforma en un ser humano. Pero la bruja tiene planes terribles para Ariel y su padre.;https://image.tmdb.org/t/p/w500/Vc0KvO7z2OzEbRs6nyZs9xD81s.jpg;Animación, Familia, Fantasía;7.351;0;0
La Sirenita 2 - Regreso al Mar [2000][1080p][3.37 Gb];La sirenita 2: Regreso al mar;2000;Ariel y el Príncipe Eric viven felices desde que por fin consiguieron casarse, superando todos los obstáculos a los que se enfrentaron en La Sirenita, y ambos son padres de una preciosa niña, Melody. Ahora que la malvada Úrsula ya no existe, la vida sonríe a Ariel y al resto de la familia. Sin embargo, la llegada de la hermana de Úrsula, Morgana, pone en peligro el futuro de la pequeña. Para proteger a su hija, Ariel y Eric deciden no hablarle del pasado de Ariel como sirena, y construyen una enorme muralla para mantener el castillo aislado del mar...;https://image.tmdb.org/t/p/w500/1m6JsSmBa4X1Kp35YW3QPbMpByF.jpg;Animación, Aventura, Familia, Comedia;6.4;0;0
La Sirenita 3 - Los Comienzos de Ariel [2008][1080p][2.27 Gb];La Sirenita III: El comienzo de Ariel;2008;Mucho antes de conocer al príncipe Eric y poner los pies en la tierra, Ariel era una de las siete hijas queridas del poderoso rey Tritón. Pero los tiempos estaban cambiando en el reino submarino, y la música estaba prohibida. En esta aventura, Ariel, sus hermanas y sus amigos los leales Sebastián y Flounder, se esfuerzan por devolver la música y la amistad al reino de Atlántica.;https://image.tmdb.org/t/p/w500/oP09KA2lP5SluKVf8AmRsf38X7q.jpg;Familia, Animación;6.7;0;0
La Vida Secreta De Tus Mascotas [2016][1080p][3.5 Gb];Mascotas;2016;Comedia acerca de la vida que llevan nuestras mascotas cuando cerramos la puerta detrás de nosotros camino del trabajo o del colegio.;https://image.tmdb.org/t/p/w500/ubv09HE6hcxrhvoWxyTwQSMj8W6.jpg;Animación, Comedia, Familia, Aventura;6.319;0;0
La Vida Secreta De Tus Mascotas 2 [2019][1080p][3.8 Gb];Mascotas 2;2019;Los perros Duque y Max se acostumbran al nuevo miembro de la familia y a la vida en el campo mientras sus amigos sortean varias crisis en la ciudad.;https://image.tmdb.org/t/p/w500/dqGsG2uNV9JGgrfODbTafPUukci.jpg;Animación, Comedia, Familia, Aventura;6.9;0;0
Las Aventuras De Winnie Pooh [1977][1080p][3 Gb];Lo mejor de Winnie the Pooh;1977;"""El osito Pooh es el mejor amigo que puedes dar a tus hijos. Con él aprenderán valores como la amistad, el compañerismo y la generosidad. Ideal para niños de 2 a 7 años. Siguiendo la tradición de las grandes obras maestras de Disney como Cenicienta y Peter Pan, llega el Clásico animado nº 22 de Walt Disney inspirado en las fantásticas historias de A.A. Milne. En este vídeo encontrarás una recopilación de las mejores aventuras de Winnie The Pooh, creadas por el propio Walt Disney. Contiene: Winnie The Pooh y el Arbol de la Miel, Winnie The Pooh y el Bosque Encantado, ganadora de un Oscar © al Mejor Corto Animado y """"Winnie The Pooh... ¡ Y Tigger También!. Disfruta con Pooh y sus amigos de las más intrépidas aventuras en el bosque de los Cien Acres.""";https://image.tmdb.org/t/p/w500/nxYMMFrFiqfj4YLbOHAidRZBI3f.jpg;Animación, Familia, Aventura;7.235;0;0
Las Chicas Superpoderosas;Las Supernenas: la película;2002;Creadas con azucar... especias... muchas cosas bonitas... y una enorme dosis de la potente y misteriosa sustancia conocida como ingrediente X, Pétalo, Burbuja y Cactus -las Supernenas- comienzan la increible aventura de cómo se convirtieron en las protectoras de la ciudad de Townsville. Si bien tienen poderes tan increíbles como ojos de rayos láser, una fuerza sobrehumana y la capacidad de volar a la velocidad de la luz, las Chicas sólo están en párvulos. Aunque no quieren hacer daño a nadie, sus ganas de jugar unidas a sus superpoderes, casi destruyen su querida ciudad y ahora los hombres, mujeres y niños de Townsville las ven como una amenaza. Las Supernenas, abatidas, acuden al misterioso genio Mojo Jojo en busca de ayuda... pero el malvado Mojo Jojo tiene sus propios planes perversos, ¡cómo liderar un ejército de monos para destruir el mundo! ¿Conseguirán Las Supernenas saber la verdad sobre Mojo Jojo y salvar Townsville y el mundo por primera vez... antes de irse a dormir?;https://image.tmdb.org/t/p/w500/yAFalW8UtdJg1z1gPjXx8C1sXZq.jpg;Animación, Acción, Familia;6.781;0;0
Las Guerreras K-pop [2025][1080p][4.32 Gb];Las guerreras k-pop;2025;Cuando no están llenando estadios, las superestrellas del K-pop Rumi, Mira y Zoey usan sus poderes secretos para proteger a sus fans de una amenaza sobrenatural.;https://image.tmdb.org/t/p/w500/6EQMqEmdG5HoGe2zT1WwWUMvVhv.jpg;Fantasía, Música, Comedia, Animación;8.025;0;0
Las Locuras Del Emperador [2000][1080p][2.95 Gb];El emperador y sus locuras;2000;El arrogante y egoísta emperador Cuzco es traicionado y convertido en llama por la ambiciosa Yzma y su guardaespaldas Kronk. El emperador, que una vez lo tuvo todo, se verá abocado a confiar en un llano y simpático campesino llamado Pacha, para encontrarse a sí mismo.;https://image.tmdb.org/t/p/w500/X9jChoAotaGU81lEraUVi8RHOe.jpg;Aventura, Animación, Comedia, Familia, Fantasía;7.561;0;0
Lazarus;Lazarus: Apocalypse;2014;;https://image.tmdb.org/t/p/w500/8OIdlTc4kEpjdjE9Br3b8Zi8Kkf.jpg;Terror;3.6;0;0
Leo [2023][1080p][4.04 Gb];Leo;2023;Leo (Sandler) es un lagarto de 74 años que lleva atrapado en el mismo aula de Florida durante décadas con su compañera de terrario, una tortuga (Bill Burr). Cuando se entera de que solo le queda un año de vida, Leo planea escapar para experimentar la vida en el exterior, pero entonces comienzan sus problemas.;https://image.tmdb.org/t/p/w500/bx3nuzVSyDSrSj0HqE2SFvZEeKT.jpg;Animación, Comedia, Familia;7.4;0;0
Leroy & Stitch [2006][1080p][3 Gb];Leroy y Stitch;2006;Como recompensa por recuperar los 625 experimentos, Lilo, Stitch, Jumba y Peakley han sido enviados a los distintos lugares de la galaxia donde cada uno cree pertenecer, pero sus vidas pronto se ven altreradas cuando el malévolo Dr. Hamsterviel escapa de prisión y obliga a Jumba a crear un nuevo experimento: Leroy, el malvado gemelo de Stitch. Todo empeora además cuando Hamsterviel clona a esta nueva criatura para crear su propio ejército. La tarea de Lilo consistirá en reunir a Stitch y al resto de la pandilla para combatir al malvado ejército de Leroys... Cuando las cosas se ponen feas, nuestros amigos decubrirán que el lugar al que realmente pertenecen es aquel en el que están todos juntos...;https://image.tmdb.org/t/p/w500/1LCfRArffse3PnqkACooOHkWcry.jpg;Animación, Comedia, Familia, Ciencia ficción;6.5;0;0
Liga de la Justicia Ilimitada;Liga de la Justicia Ilimitada;2004 - 2006;;https://image.tmdb.org/t/p/w500/vRRvCUREeqqnp3hHdqep83eQjdP.jpg;Animación, Acción, Ciencia ficción;8.293;3;39
Lilo and Stitch [2002][1080p][2.2 Gb];Lilo & Stitch;2002;"""Lilo es una niña hawaiana que se siente sola y decide adoptar un """"perro"""" muy feo al que llama Stitch. Stitch sería la mascota perfecta... si no fuera en realidad un experimento genético que ha escapado de un planeta alienígena y que ha aterrizado por casualidad en la tierra.""";https://image.tmdb.org/t/p/w500/dTYyAszU6NWbmWGvhqLZpZTdS5T.jpg;Animación, Familia, Comedia, Ciencia ficción;7.56;0;0
Lilo and Stitch 2 [2005][1080p][1.8 Gb];Lilo & Stitch 2: El efecto del defecto;2005;"""Un adorable alienígena se adapta a la vida en Hawái, y todo va como la seda hasta que se le """"cruzan los cables"""" y todo se vuelve un caos. Ahora todos tienen que ayudar para salvar a su divertido amigo.""";https://image.tmdb.org/t/p/w500/l71VXcph19ZwJr2ZtEFuZA6ZzK5.jpg;Animación, Familia, Comedia, Ciencia ficción;6.7;0;0
Lilo y Stitch - La Serie;Lilo y Stitch;2003 - 2006;Stitch, alias ''Experimento 626'', vive en la Tierra con sus amigos Lilo, Nani y los alienígenas Jumba y Pleakley. Por culpa de una serie de problemas inesperados, los seres resultantes de los otros 625 experimentos van a parar a Hawai. El problema es que algunos de ellos son criaturas especialmente peligrosas. La misión de Gantu, que trabaja para el malvado doctor Jacques Von Hamsterviel, es encontrar a los 625 alienígenas, que el doctor quiere utilizar para llevar a cabo sus terroríficos planes.;https://image.tmdb.org/t/p/w500/jP84yEbvIxWXIKGFYpfyfQhfMWZ.jpg;Animación, Familia, Comedia, Acción, Ciencia ficción;7.422;2;67
Lluvia de Hamburguesas [2009][1080p][3.9 Gb];Lluvia de albóndigas;2009;Adaptación del libro homónimo de Judi Barrett, una parodia animada de los films de catástrofes, como Armageddon, Twister o Independence Day. El protagonista es Flint, un joven científico que sueña con inventar algo que le mejore la vida a todos sus vecinos. Tras muchos intentos consigue crear algo que realmente funciona: una máquina que hace caer comida del cielo.;https://image.tmdb.org/t/p/w500/cMs3pxK1xjse7fJooGZsWAlrk6Q.jpg;Animación, Comedia, Familia;6.658;0;0
Lluvia de Hamburguesas 2 - La Venganza de las Sobras [2013][1080p][4.2 Gb];Lluvia de albóndigas 2;2013;Flint ya ha conseguido lo que perseguía desde siempre: ser un reconocido investigador admirado por todos. Después de crear su máquina que creaba comida a partir de agua ('Lluvia de albóndigas 1'), el director de la prestigiosa compañía The Live Corp Company y gran investigador, Chester V, ha contratado a Flint para que forme parte de su equipo, formado por los mejores investigadores del mundo. El protagonista está lleno de alegría, pero muy a su pesar descubrirá que el invento que creó está dando resultados inesperados y altamente peligrosos. A partir de los restos de comida que caían del cielo se han creado bestias mutantes de todo tipo (cocodrilos, arañas, chimpacés) que ponen en peligro la seguridad de los humanos. Flint contará con la ayuda de todos sus amigos para poner fin a esta pesadilla.;https://image.tmdb.org/t/p/w500/wLnAUHnQXacLZs1PJnkq0ns0u2y.jpg;Animación, Familia, Comedia;6.452;0;0
Locos por las Nueces [2014][1080p][2.3 Gb];Operación Cacahuete;2014;Comedia repleta de acción establecida a finales de los años 50's en una ficticia Oakton, donde veremos las andanzas de una traviesa ardilla y su compinche rata, quienes planean un atraco a un almacén de nueces que se les acabará yendo de las manos.;https://image.tmdb.org/t/p/w500/jIXmFMnAGpW5nA1czbtIhSrB9Ey.jpg;Animación, Comedia, Familia, Aventura;5.864;0;0
Looney Tunes Back in Action [2003][1080p];Looney Tunes: De nuevo en acción;2003;"""Cansado de que toda la atención vaya a parar a Bugs Bunny, el pato Daffy abandona Hollywood y se une al especialista en doblaje recientemente despedido Bobby Delmont para embarcarse juntos en una aventura. Su misión: encontrar un diamante azul desaparecido del padre de Bobby, y permanecer un paso por delante de Bugs Bunny y una ejecutiva del estudio que van tras su pista... Mezcla de personajes de animación de la Warner Bros. -los creados por Chuck Jones- y actores reales, escrita por uno de los responsables de la serie """"Los Simpsons"""". (FILMAFFINITY)""";https://image.tmdb.org/t/p/w500/6QIy1WUEX4piBh2mXkJAZ6zEU6r.jpg;Animación, Comedia, Familia;6.363;0;0
Lórax - En Busca de la Trúfula [2012][1080p][2 Gb];Lorax. En busca de la trúfula perdida;2012;Un chico se propone conquistar el afecto de la chica de sus sueños. Para conseguirlo, debe averiguar la historia del Lorax, una encantadora aunque gruñona criatura que lucha por proteger un mundo en vías de extinción.;https://image.tmdb.org/t/p/w500/b7FMtquHglzxIi938cHIgVQuPx5.jpg;Animación, Familia;6.527;0;0
Los Pinguinos de Madagascar;Los Pinguinos de Madagascar: Nuevo en el Zoo;2010;En una situación en gran medida independiente de la película Madagascar, la serie sigue las aventuras de cuatro pingüinos, Skipper (el líder del grupo), Kowalski (el inteligente), Private/Cabo (el menor y adorable) y Rico (el experto en armas), en la Ciudad de Nueva York en el Zoológico de Central Park. Los pingüinos llevan sus misiones en su hábitat en el Parque Central. Participan Julien, el rey de los lémures, y sus súbditos Maurice y Mort, sus nuevos vecinos, que constituyen la exhibición de lémures en el zoológico. Ahora los pingüinos deben mantener las cosas bajo control, a menudo a pesar de las payasadas de los lémures.;https://image.tmdb.org/t/p/w500/dPuexEohzIiylofuq6y5UwqHZDK.jpg;Familia, Animación, Comedia, Aventura;7.2;0;0
Los Pingüinos de Madagascar [2014][1080p][3.45 Gb];Los pingüinos de Madagascar;2014;"""Skypper, Kowalsky, Rico y Cabo, los superagentes pingüinos, tienen que salvar el mundo en una misión para la que llevan prepárandose toda la vida. Dicha misión tendrán que realizarla junto al denominado equipo """"Viento del norte"""", un comando de élite especializado en salvar animales que no pueden defenderse por si solos.""";https://image.tmdb.org/t/p/w500/lEnUxCpQUyntm2eLBzCTv3bfplV.jpg;Familia, Animación, Aventura, Comedia;6.534;0;0
