Titulo;Anio;Sinopsis;Link_Imagen;Generos;Puntuacion_IMDb;Temporadas;Capitulos
Carême, chef de reyes;2025 - 2025;Descubran el ascenso del primer chef estrella, Antonin Carême, y su descenso a una vida de espionaje en la Francia napoleónica, donde reina la manipulación. Sus dones para la gastronomía y la seducción lo transforman en el arma perfecta en la lucha por el poder.;https://image.tmdb.org/t/p/original/mBDmNWD8HH8Jl8P8MNV90QHGkq4.jpg;Drama, Misterio, Bélica;7.297;1;8
Carnival Row;2019 - 2023;En la oscura y futurística ciudad neo-victoriana de Burge, una serie de sucesos harán que la fantasía negra se mezcle con la realidad. Burge se ha convertido en un refugio para las criaturas de fantasía que han huido de sus respectivos mundos asolados por la guerra. Pero todo se complicará cuando un peligroso asesino en serie comience a dar caza a los no humanos. El inspector de la policía Rycroft Philostrate (Bloom) será el encargado de investigar el último caso: el asesinado de una bailarina. y aunque el inspector trate de no involucrarse personalmente en el caso, pronto descubrirá que no es fácil separar los sentimientos del trabajo.;https://image.tmdb.org/t/p/original/jyhxT10e2z9IDsKoIQDKhyxSQJt.jpg;Crimen, Drama, Ciencia ficción;7.689;2;18
Carrera al éxito;2022 - 2022;En un exclusivo bufete de Nueva York, Ingrid Yun, una joven abogada idealista, lucha por convertirse en socia (y ser fiel a sus principios) mientras lidia con el amor, la amistad y su familia.;https://image.tmdb.org/t/p/original/gbSynqrxWLXJOUQAWg2TXxWDSMk.jpg;Drama;6.971;1;10
Cassandra;2025 - 2025;Cuando una familia se muda a una antigua casa inteligente, descubre que está controlada por una asistente virtual, que intentará todo para que no vuelvan a salir.;https://image.tmdb.org/t/p/original/qQYmYtk6GqbNiujYfWzxgeIi1A9.jpg;Ciencia ficción;7.118;1;6
Castle;2009 - 2016;Un escritor de novelas se une a una detective de Nueva York para resolver un caso de un asesino que emula a otro de la misma calaña, lamentablemente la relación entre ambos no es de lo mejor.;https://image.tmdb.org/t/p/original/kQPTXQbh4gob7fDwAoacnREwZTe.jpg;Drama, Crimen;7.972;8;173
Celda 211;2025 - 2025;Durante un motín en la cárcel, un abogado de derechos humanos se hace pasar por preso para sobrevivir. El caos y las pérdidas personales revelan la oscuridad de su interior.;https://image.tmdb.org/t/p/original/33NDIkBySD5qzRylVgxlkymZfLW.jpg;Drama, Crimen;7.4;1;6
Chambers;2019 - 2019;Acosada por visiones tenebrosas y siniestros impulsos tras un trasplante de corazón, una adolescente intenta averiguar la verdad sobre la misteriosa muerte de la donante.;https://image.tmdb.org/t/p/original/h6jgj9zwwdyxIEsmWwkQHHdfEJ6.jpg;Misterio, Drama;6.613;1;10
Channel Zero;2016 - 2018;Una escalofriante historia sin par, Channel Zero dedica cada temporada a relatar una historia de terror original.;https://image.tmdb.org/t/p/original/oCutmhFznao1Pzy6wM1C32kxAEu.jpg;Drama, Terror;7.064;4;24
Embrujadas;1998 - 2006;Tras la muerte de su abuela, las hermanas Halliwell descubren que son brujas. Desde ese momento deben aprender a manejarse con sus nuevos poderes y combatir con los demonios que tratan de asesinarlas.;https://image.tmdb.org/t/p/original/4JRJGWdp8ZzjUPKrge7U5c1aGeu.jpg;Comedia, Drama, Misterio, Ciencia ficción, Terror;8.166;8;178
Embrujadas;2018 - 2022;Ubicada en la ficticia ciudad universitaria de Hilltowne, Charmed sigue la vida de tres hermanas, Macy, Mel y Maggie Vera, quienes, después de la trágica muerte de su madre, descubren que son tres de las brujas más poderosas de todos los tiempos.;https://image.tmdb.org/t/p/original/v2davcGs01dghe83td9KGv8Te8w.jpg;Drama, Ciencia ficción, Terror;7.2;4;72
Chernobyl;2019 - 2019;En Abril de 1986, la Central Nuclear de Chernóbil en Ucrania (en aquel entonces, la Unión Soviética), sufrió una explosión masiva que liberó material radioactivo en Bielorrusia, Rusia, Ucrania, así como en zonas de Escandinavia y Europa Central. La serie relata lo que aconteció en 1986, en uno de los mayores desastres provocados por el hombre en la historia reciente, así como los sacrificios realizados para salvar al continente de un desastre sin precedentes.;https://image.tmdb.org/t/p/original/hlLXt2tOPT6RRnjiUmoxyG1LTFi.jpg;Drama;8.712;1;5
Chicago Fire;2012 - 2026;El espectáculo sigue las vidas de los bomberos y paramédicos que trabajan en el Departamento de Bomberos de la ciudad de Chicago en la estación de bomberos 51, formada por el Camión 81, la Brigada 3, la Ambulancia 61 y la Patrulla 25.;https://image.tmdb.org/t/p/original/r915sk2JpthZSjHEgZKifWxgo6L.jpg;Drama;8.4;14;295
Chicago Med;2015 - 2026;"Chicago Med se describe como ""un viaje emocional a través del caos del día a día del hospital más explosivo de la ciudad y el equipo de valientes médicos que lo mantiene unido."" La serie hace frente a casos inspirados por acontecimientos de la actualidad, además de entrelazar con los personajes de Chicago Fire y Chicago P.D.";https://image.tmdb.org/t/p/original/9eym662FRJJb9wdgCiDKPDciZzf.jpg;Drama;8.3;11;219
Chicago P.D.;2014 - 2026;Narra las historias del Distrito 21 del Departamento de Policía de Chicago, hombres y mujeres que lo dan todo para proteger su comunidad El distrito 21 está compuesto por dos grupos, los uniformados que patrullan la ciudad y se enfrentan a los delitos callejeros, y la unidad de inteligencia, que combate los grandes delitos - crimen organizado, tráfico de drogas, asesinatos y más.;https://image.tmdb.org/t/p/original/bez40PgT36RUu4gstD2A6GSM0tP.jpg;Crimen, Drama;8.4;13;264
El gran guerrero;2025 - 2025;Con los cuatro reinos de Hawái divididos por la guerra, el gran guerrero Ka’iana emprende la monumental misión de unir a su pueblo, a la vez que se acerca una amenaza existencial.;https://image.tmdb.org/t/p/original/qEcYaWKUUJITpp3hwTIGtgfHeEZ.jpg;Drama;7.329;1;9
Las escalofriantes aventuras de Sabrina;2018 - 2020;La magia y las diabluras se dan la mano cuando Sabrina, mitad humana, mitad bruja, navega por dos mundos: el de los mortales y el de su familia, la Iglesia de la Noche.;https://image.tmdb.org/t/p/original/frwsOLHKzfCaenY9QtYXpsOBZzX.jpg;Misterio, Ciencia ficción, Drama, Terror;8.169;2;36
Chuck;2007 - 2012;Chuck Bartowski es un joven informático que trabaja en una tienda de electrónica y lleva una vida bastante normal y algo frustrante.  Todo cambia cuando recibe un correo cifrado de un antiguo amigo que descarga en su cerebro una enorme base de datos secreta del gobierno.  A partir de ese momento, Chuck se convierte sin quererlo en un activo clave de inteligencia y es protegido —y vigilado— por dos agentes: uno de la CIA y otro de la NSA.  Mientras intenta ayudar en misiones de espionaje usando la información que tiene en la cabeza, también trata de mantener su vida cotidiana sin levantar sospechas.;https://image.tmdb.org/t/p/original/81foDoKoJvQZ67OlqgVqAVnVYmD.jpg;Acción, Comedia, Drama;7.711;5;91
Cielo grande;2022 - 2022;Un remoto resort de Argentina reinstaura una competición de wakeboarding que atrae la atención de Steffi, deportista mexicana decidida a descubrir un secreto familiar.;https://image.tmdb.org/t/p/original/z8COSAWI75uSWiMQ7o1fZt7bOm0.jpg;Familia, Drama, Comedia;7.4;2;19
Cien años de soledad;2024 - 2024;En el atemporal pueblo de Macondo, siete generaciones de la familia Buendía transitan entre el amor, el olvido, un pasado ineludible... y el destino.;https://image.tmdb.org/t/p/original/vYtbH9Q5DaCDqzkB483dmYjfkA3.jpg;Drama, Ciencia ficción;7.9;2;16
La chica de los cigarrillos;2023 - 2023;Una artesana se sumerge en una historia de amor y autodescubrimiento mientras desafía las tradiciones de la industria de los cigarrillos ‘kretek’ de Indonesia en los 60.;https://image.tmdb.org/t/p/original/bGn7dGysvut3RzbwcTupisAYElN.jpg;Drama;8.023;1;5
Citadel;2023 - 2026;Hace ocho años, Citadel, agencia de espionaje global e independiente, fue destruida por una nueva organización, Manticore. Con la memoria borrada, los agentes de élite Mason Kane y Nadia Sinh se salvaron por poco. Ocho años después, el excolega de Mason, Bernard Orlick, le pide ayuda para evitar que Manticore imponga un nuevo orden mundial.;https://image.tmdb.org/t/p/original/5MHtxPEfmN4b0rHzfEZRcm6v9WI.jpg;Drama, Crimen, Acción;6.894;2;13
Citadel: Diana;2024 - 2024;Milán, 2030: Diana Cavalieri es una agente doble del sindicato secreto Citadel, infiltrada en Manticore, la agencia rival que destruyó Citadel ocho años antes. Atrapada en el frente enemigo, Diana podría abandonar para siempre la agencia, pero debe decidir si confía en un inesperado aliado: el heredero de Manticore Italia, Edo Zani.;https://image.tmdb.org/t/p/original/3iYf2GHc2jA6eBH2gMXXVJIKGt0.jpg;Acción, Drama;6.8;1;6
Citas Barcelona;2023 - 2024;"Muestra los encuentros entre dos potenciales parejas, integrando un elemento en común en todas ellas: la ciudad de Barcelona, que se explorará desde diferentes ángulos. Continuación de la serie ""Cites"", a su vez nueva versión de la británica ""Dates"".";https://image.tmdb.org/t/p/original/6Qf8nLW9CRY9buBFOItbTCuvHb7.jpg;Drama, Comedia;7.4;3;12
Clanes;2024 - 2026;Cuando el asesinato de su padre destapa la doble vida que llevaba, una abogada busca venganza infiltrándose en un cártel de la droga gallego y congeniando con su líder.;https://image.tmdb.org/t/p/original/sp63Z2BLpOpsvv9G9g4xArY1HnN.jpg;Drama, Crimen;6.9;2;13
Lois y Clark: Las nuevas aventuras de Superman;1993 - 1997;"Serie de TV (1993-1997). 4 temporadas. 87 episodios. Emitida por primera vez en septiembre de 1993 en la ABC, ""Lois & Clark"" obtuvo un considerable éxito de audiencia. La serie se centraba básicamente en la relación entre Lois Lane y Clark Kent trabajando juntos en el periódico Daily Planet en la ciudad de Metropolis.";https://image.tmdb.org/t/p/original/1LbPs6i1h4BKjVUwK5S9GjPCydi.jpg;Acción, Drama, Ciencia ficción, Comedia;6.9;4;87
Promoción 09;2023 - 2023;Una promoción de agentes del FBI, que se graduaron en Quantico en 2009, se enfrenta a inmensos cambios a medida que el sistema de justicia de EE UU. se ve alterado por la I.A.;https://image.tmdb.org/t/p/original/5Yxbi1lRKtDna4uUPeJHP4cyi0d.jpg;Drama, Misterio, Crimen, Ciencia ficción;7.1;1;8
Clean Sweep;2023 - 2023;;https://image.tmdb.org/t/p/original/l27CwtJtsyeP6ToWMP3FKVFqtB0.jpg;Drama, Crimen;6.429;1;6
Cobra Kai;2018 - 2025;Enemigos acérrimos. Dojos rivales. Sangre fresca. En esta secuela de las películas de ‘Karate Kid’, Daniel y Johnny reavivan viejas rencillas en el West Valley.;https://image.tmdb.org/t/p/original/imfqLcv6oHNn6bDdEUUUlxy0Ch9.jpg;Acción, Drama, Comedia;8.206;6;65
Community;2009 - 2015;Un grupo de adultos inadaptados asisten a la Universidad Comunitaria de Greendale, en el grupo destaca Jeff Winger, un abogado carismático y sin escrúpulos cuyo título universitario ha sido invalidado. Con la ayuda de sus pintorescos compañeros de clase, Winger forma un grupo de estudio en el que dominan las discusiones y la camaradería.;https://image.tmdb.org/t/p/original/3KUjDt8XY7w2Ku70UE0SECmv1zP.jpg;Comedia;7.999;6;110
Como agua para chocolate;2024 - 2026;Tita de la Garza y Pedro Muzquiz, son dos almas enamoradas que no pueden estar juntos debido a arraigadas costumbres familiares. Entonces Tita es obligada a navegar con tintes y sabores mágicos entre el destino dictado por su familia y la lucha por su amor, mientras la acompañamos en su mayor refugio: la cocina.;https://image.tmdb.org/t/p/original/fG1ZgiDxnKPzVNGMq83Za0gciSh.jpg;Drama;8.245;2;12
Las alas de la ambición;2022 - 2024;Una joven becaria que comienza a trabajar para una veterana presentadora de informativos se enfrenta al lado oscuro de la ambición, la envidia y el deseo por ser vista.;https://image.tmdb.org/t/p/original/7PPVzg636s6Q15PYdr7HhkNQg9o.jpg;Drama;7.023;3;24
Con el culo al aire;2012 - 2014;Tino (Paco Tous) es el alma del camping donde se centra la serie. Un churrero que va con su furgoneta de feria en feria y que siempre ha vivido ahí. Alardea de llevar un tipo de vida alternativo, al margen de la legalidad. Ni siquiera tiene carné de conducir. Su problema es que se enamora de Alicia (Natalia Roig). Esa relación sentimental le pondrá en el brete de pasar por convenciones sociales que odia.  Jorge (Raúl Arévalo) se imaginaba a su edad casado por la iglesia, con hijos y con un chalet en las afueras. Su realidad es que le han echado de la empresa por robar para intentar seguir el alto ritmo de vida de su novia, que le ha acabado abandonando. Se va a vivir al camping con Ángel (Raúl Fernández), un amigo de toda la vida. Un hombre irónico, cínico y muy atractivo, padre de un hijo, que fue a parar allí por un mal divorcio, que le dejó en la calle;https://image.tmdb.org/t/p/original/ujsqIDRPpMuepBrKHDOVXhsr8Wa.jpg;Comedia;7.143;3;42
Continuum;2012 - 2015;Una detective proveniente del año 2077 se encuentra atrapada en la Vancouver actual buscando a los criminales despiadados del futuro.;https://image.tmdb.org/t/p/original/s2rTk8cNuaeyaLhrd3PIKCFyYZ9.jpg;Ciencia ficción, Acción, Drama;7.464;4;42
Control Z;2020 - 2022;Sofía, una chica asocial pero observadora, intenta descubrir quién es el hacker que está aireando los secretos de los alumnos por toda la escuela.;https://image.tmdb.org/t/p/original/8VNA0RdrPk8Ec7XVjpeT0Rnui79.jpg;Drama;8.185;3;24
Corpo Libero;2022 - 2022;Las obsesiones adolescentes chocan con las brutales presiones del entrenamiento competitivo, cuando un equipo de jóvenes gimnastas compite en un torneo de élite. Las amistades se ponen a prueba, las rivalidades estallan y algunos harán cualquier cosa para ganar.;https://image.tmdb.org/t/p/original/uOZG2dI9FpICOzJrmsigqns3SNt.jpg;Drama, Misterio, Crimen;7.5;1;6
Cristóbal Balenciaga;2024 - 2024;Cristóbal Balenciaga debuta como diseñador en París, pero los diseños que en España marcaban tendencia no terminan de funcionar en el sofisticado imperio de la moda en el que Chanel, Dior y Givenchy marcan tendencia. Guiado por su obsesión por el control en todos los aspectos de su vida, Balenciaga definirá su estilo y acabará convirtiéndose en el más grande de todos.;https://image.tmdb.org/t/p/original/97Dtc3l0HbVurtTrQCcjNnK35pO.jpg;Drama;7.2;1;6
Cross;2024 - 2026;Un drama policíaco en Washington D. C. que sigue a Alex Cross, un brillante inspector de homicidios, cuyas luchas personales amenazan con hacer descarrilar su carrera y su vida. Basada en la serie de libros de éxito mundial de James Patterson.;https://image.tmdb.org/t/p/original/5bPu59SvLNxW27UUKluGZ5FfpDL.jpg;Crimen, Drama, Misterio;7.0;2;16
CSI: Miami;2002 - 2012;"CSI: Miami es una serie de televisión estadounidense creada en 2002 sobre el trabajo del Laboratorio de Criminalística de la Policía de Miami Dade. Es el primer spin off de la serie original CSI: Las Vegas (2000), como posteriormente se haría con CSI: Nueva York (2004).  El Laboratorio del CSI de la Policía de Miami afronta cada investigación desde el análisis forense de la escena del crimen, combinando el uso de métodos científicos con el trabajo policial. Integrado por un equipo altamente calificado dirigido por el Teniente Horatio Caine,(David Caruso) conocido como ""H"" o ""con H de Honesty"" como Supervisor del turno de día, tiene entre sus principales componentes a Calleigh Duquesne, una experta en balística, Eric Delko, investigador experto en el análisis de fibras, Ryan Wolfe, Natalia Boa Vista y Walter Simmons. Junto a ellos, también trabaja el detective de homicidios de la Policía, Frank Tripp.  La serie refleja también la compleja situación de la ciudad de Miami, combinando los casos de investigación policial con los derivados de la presencia de diversas bandas de procedencia extranjera.";https://image.tmdb.org/t/p/original/pNW64pjaHvf6purNaFhq4SHYRfl.jpg;Drama, Misterio, Crimen;7.705;10;232
CSI: Las Vegas;2000 - 2015;CSI: Crime Scene Investigation es una serie de televisión de ficción estadounidense transmitida por primera vez en los Estados Unidos por la cadena CBS. La serie se centra en torno a un grupo de científicos forenses y criminologos que trabajan en la ciudad estadounidense de Las Vegas (Nevada), investigando los crímenes que en ella suceden. La original fórmula de la serie y su éxito suscitó dos secuelas, CSI: Miami (2002-2012) y CSI: Nueva York (2004-2013), en torno a los equipos de científicos forenses de dichas ciudades, pero además influye en varias series posteriores relacionadas con la investigación criminal, como Bones o NCIS entre otras.;https://image.tmdb.org/t/p/original/i5hmoRjHNWady4AtAGICTUXknKH.jpg;Crimen, Drama, Misterio;7.637;15;335
Cuerpo de élite;2018 - 2018;"Desde que el gobierno aprobara su creación durante la Transición, existe un grupo secreto de operaciones especiales formado por miembros de diferentes cuerpos policiales que protege al país sin que nadie sepa de su existencia. Ante el éxito de este singular ""Cuerpo de Élite"" - aunque cueste creerlo viendo el proceder de sus integrantes- el Ministro de Interior decide ampliar el proyecto y montar una nueva unidad.";https://image.tmdb.org/t/p/original/t17uXAlPmAV8S2BL3xbZrG2H02s.jpg;Comedia;6.063;1;13
Cypher;2021 - 2021;Will Scott, uno de los principales criptoanalistas del FBI, es contratado para descifrar un documento ultra codificado. Pronto descubre que se trata de una lista de víctimas, lo que le pone en el punto de mira de aquellos que quieren recuperarla.;https://image.tmdb.org/t/p/original/dVe5Z0CIfQcBvAv8se4NekAYtCg.jpg;Crimen, Acción;6.2;1;8
Monstruo: La historia de Jeffrey Dahmer;2022 - 2022;A lo largo de más de 10 años, el asesino convicto Jeffrey Dahmer acabó con la vida de 17 chicos y hombres jóvenes. ¿Pero cómo logró eludir a la justicia tanto tiempo?;https://image.tmdb.org/t/p/original/jIgAKuA71DJnYAcCsgTJ57GqCVA.jpg;Crimen, Drama, Terror;8.0;1;10
Todos quieren a Daisy Jones;2023 - 2023;La historia sigue a una banda de rock en la década de 1970 desde su ascenso en la escena musical de Los Ángeles hasta convertirse en uno de los grupos más legendarios del mundo. La serie explora además la razón detrás de su separación en el lo más alto de su éxito.;https://image.tmdb.org/t/p/original/up1d8m2NjTGhHDOkWPd2slBxLjg.jpg;Drama;7.986;1;10
Dallas New;2012 - 2014;Los descendientes de JR y Bobby Ewing protagonizan esta continuación de la popular serie de los años 80 donde la envidia, el dinero, los celos y las traiciones siguen teniendo un papel importante.;https://image.tmdb.org/t/p/original/c76QP3y5PnZ5L1wUvRDqUuP2bd.jpg;Drama;7.0;3;40
Dance Brothers;2023 - 2023;Dos hermanos que sueñan con ser bailarines abren su propio club. Pero cuando sus ambiciones artísticas chocan con los negocios, su relación se ve amenazada.;https://image.tmdb.org/t/p/original/855MsZTPvlSETzSYwvl5aSrijIY.jpg;Drama;6.3;1;10
Dark;2017 - 2020;Tras la desaparición de un niño, cuatro familias desesperadas tratan de entender lo ocurrido a medida que van desvelando un retorcido misterio que abarca tres décadas.;https://image.tmdb.org/t/p/original/hRP7N2uI0pokxnkcMFONoOZnxbv.jpg;Crimen, Drama, Ciencia ficción, Misterio, Terror;8.424;3;26
Dark Matter;2015 - 2017;Una tripulación de seis personas de una nave espacial abandonada despierta del estasis en los confines del espacio. Sus memoria ha sido borrada, no tienen ningún recuerdo de quiénes son o cómo llegaron a bordo. La única pista sobre su identidad es una bodega de carga llena de armamento y un destino: una colonia minera remota que está a punto de convertirse en una zona de guerra. Sin la menor idea de qué lado están, se enfrentan a una decisión mortal.   ¿Estos amnésicos darán la espalda a la historia, o serán sus pasados los que se pongan al día con ellos?;https://image.tmdb.org/t/p/original/oWYOFBvIMkW64n51uD4mdje6k2u.jpg;Ciencia ficción, Drama, Terror;6.775;3;39
Dash & Lily;2020 - 2020;Los polos opuestos se atraen. En Navidades, el cínico Dash y la alegre Lily intercambian mensajes y desafíos en un cuaderno rojo que van paseando por todo Nueva York.;https://image.tmdb.org/t/p/original/eqBW1sqUxtOf1arBUAWNPJP5msD.jpg;Comedia, Drama;7.812;1;8
Stargirl;2020 - 2022;Courtney Withmore es una estudiante de instituto que ayuda a un grupo de jóvenes héroes a acabar con los villanos del pasado. La serie se centra en Stargirl y el primer grupo de superhéroes: la Sociedad de la Justicia de América.;https://image.tmdb.org/t/p/original/qbtwQpzZSmjbq9767KKHH1qoO5y.jpg;Ciencia ficción, Acción, Drama;7.679;3;39
De brutas, nada;2020 - 2023;La trama gira en torno a Cristina ( Tessa Ía ), una joven que está a punto de casarse, pero de repente descubre que su prometido la engañó con otra mujer. Ahora que vive solo en su apartamento decide emprender la búsqueda de una nueva rommie . Alejandro ( Christian Vázquez ) es un hombre soltero que busca un nuevo lugar para vivir, y conoce a Cristina, de quien de repente se enamora, pero por miedo decide hacerle creer que es gay.;https://image.tmdb.org/t/p/original/j2z4qiYmHLelSdnqSAMkDB7jk7F.jpg;Comedia, Drama;8.1;3;30
Dealer;2021 - 2021;En este thriller de metraje encontrado, dos cineastas van a filmar un video de rap a un peligroso barrio de Marsella y terminan envueltos en una guerra de pandillas.;https://image.tmdb.org/t/p/original/dQstisZnYgpZc8FhpnpxH3Xs1KZ.jpg;Acción, Crimen, Drama;6.634;1;10
El juego de la muerte;2023 - 2024;Cuando está a punto de ir al infierno, Yee-jae debe pasar por doce vidas y doce muertes en este drama sobre la reencarnación.;https://image.tmdb.org/t/p/original/4Gh8Iz63uc9HZwq925B1Fk0qVz3.jpg;Drama, Ciencia ficción;8.4;1;8
El ilusionista;2018 - 2018;Cameron Black es el ilusionista más famoso del mundo, hasta que su mayor secreto sale a la luz y su carrera se hunde. Lo peor de todo es que, al parecer, no ha sido un accidente.;https://image.tmdb.org/t/p/original/jtnU5zpspwQGgPmzJb3LH0mXLzF.jpg;Drama, Crimen;7.679;1;13
Depp vs. Heard;2023 - 2023;Esta serie, que intercala los testimonios de los dos protagonistas por primera vez, analiza el juicio que conmocionó a Hollywood y el revuelo que provocó en Internet.;https://image.tmdb.org/t/p/original/cuQSOW4bPJHysDWjiMkKkM4IiST.jpg;Reality, Documental;5.875;1;3
Dept. Q;2025 - 2025;Un poli descarado pero brillante se pone al frente de un nuevo departamento, donde dirige a un grupo de inadaptados que van a trabajar en los casos sin resolver de Edimburgo.;https://image.tmdb.org/t/p/original/jnDs84n7B7dfUzDepe0VHXXwlas.jpg;Drama, Crimen, Misterio;7.861;2;9
Derry Girls;2018 - 2022;"Derry Girls transcurre en 1994, un momento en el que nadie parece estar de acuerdo en nada, excepto en lo mucho que todos disfrutan usando un acrónimo (The IRA, The UDA, The RUC). La policía armada en Land Rovers blindados, los puestos de control del ejército británico y los muros de ""paz"" son todos una realidad cotidiana para Erin, de 16 años, y sus amigas.  Erin vive con su inflexible madre, su padre sufridor y el temible 'Granda Joe', un hombre cuyo amor por sus hijas y nietas es superado solo por su desprecio hacia su yerno.  Erin está acostumbrada a ver a su país en las noticias nocturnas. Esta es una época de policías armados en Land Rovers blindados y puntos de control del ejército británico. Pero también es el momento de Murder She Wrote, The Cranberries, MJ y Lisa Marie, Doc Martens, chaquetas bombers, Expediente X, Nirvana y El Mundo de Wayne.";https://image.tmdb.org/t/p/original/btIm8LOtm2qgHIA2IHmQJvD1Mju.jpg;Comedia, Drama;8.123;3;19
Desaparecidos;2020 - 2022;La serie narra la historia de Sonia Ledesma (Michelle Calvó), una inspectora de policía que se incorpora al Grupo 2 de Desaparecidos de la Brigada Central, dirigida por el veterano inspector jefe Santiago Abad (Juan Echanove). Afectada ella misma por el drama de la desaparición de un ser querido cercano, Sonia encontrará en sus compañeros Rodrigo (Maxi Iglesias), Sebas (Chani Martín) y Azhar (Amanda Rios) una nueva familia. Junto a ellos, y con el lema “nosotros seguimos buscando”, tratan de resolver los casos más dispares, todos ellos protagonizados por personas que un día se tragó la tierra. Para ello, cuentan con la colaboración de Ayuda Desaparecidos, una ONG dirigida por Carmen Fuentes (Elvira Mínguez). La relación entre Carmen y el Grupo 2 va más allá de lo profesional, ya que Santiago fue el encargado de investigar la desaparición de su hijo años atrás.;https://image.tmdb.org/t/p/original/9XvJC2OUEI1LFvAeDGXfoKCZGwI.jpg;Drama, Misterio;7.7;3;29
Mushoku Tensei: Reencarnación desde cero;2021 - 2024;"Un joven virgen ""nini"" de 34 años es echado de casa cuando se queda sin dinero. Él se arrepiente de su vida cuando muere en un accidente de tráfico. Tras el accidente, se reencarna en un bebé en un mundo fantástico de espada y brujería. Tras la decisión de hacer lo mejor que pueda con el conocimiento adquirido en su anterior mundo, él decide aprovechar la oportunidad y aprender a usar magia desde su nueva juventud.";https://image.tmdb.org/t/p/original/MfjgMCzSp8aMQUYx9RclrKDBgV.jpg;Acción, Animación, Ciencia ficción;8.558;3;48
Detrás de sus ojos;2021 - 2021;Una madre soltera se adentra en un mundo de retorcidos juegos psicológicos cuando se lía con su jefe, un psiquiatra, y se hace amiga en secreto de su misteriosa esposa.;https://image.tmdb.org/t/p/original/sfd90NIf778KoBFmpdBTow4xTm7.jpg;Misterio, Ciencia ficción, Drama;7.327;1;6
Dexter;2006 - 2013;Dexter Morgan, un analista de patrones de salpicaduras de sangre de la Policía Metropolitana de Miami, también lleva una vida secreta como asesino en serie, persiguiendo a criminales que han escapado a la justicia.;https://image.tmdb.org/t/p/original/q8dWfc4JwQuv3HayIZeO84jAXED.jpg;Crimen, Drama, Misterio;8.234;8;96
Dexter: Pecado Original;2024 - 2025;En 1991, en Miami, Dexter Morgan pasa de ser estudiante a ser un asesino en serie vengador. Cuando sus impulsos sanguinarios ya no pueden ignorarse, Dexter debe aprender a canalizar su oscuridad interior. Con la guía de su padre, Harry, adopta un código diseñado para ayudarlo a encontrar y matar a personas que merecen ser eliminadas de la sociedad sin llamar la atención de las fuerzas del orden. Este es un desafío particular para el joven Dexter, ya que comienza una pasantía forense en el Departamento de Policía Metropolitana de Miami.;https://image.tmdb.org/t/p/original/9XLULEZTkeLwRytTUQtgmx2HH4o.jpg;Crimen, Drama, Misterio;8.156;1;10
Dexter: Resurrección;2025 - 2025;Dexter Morgan despierta de un coma de diez semanas y, mientras comienza una dolorosa recuperación, se entera de que su hijo Harrison Morgan ha huido a Nueva York. Tanto el padre como el hijo se sienten más cerca de enfrentarse a la oscuridad de la que han intentado escapar.;https://image.tmdb.org/t/p/original/lZyvtYfG6RMJm3B6sjfJvcTVtFw.jpg;Crimen, Drama, Misterio;8.551;2;10
Días mejores;2022 - 2023;"""Días mejores"" sigue el proceso de superación de cinco personajes que se dan cita en una peculiar terapia de duelo para padres que han perdido a su pareja. La serie relata los momentos duros que derivan de la pérdida de un ser querido, mostrando con optimismo cómo, a pesar de las heridas, tarde o temprano es posible volver a reír, amar y, sobre todo, volver a vivir.";https://image.tmdb.org/t/p/original/zSLrECouGZySPVE6G0zZarITMfe.jpg;Drama;8.3;2;18
dic-01;2023 - 2023;Esta serie narra la situación política y los eventos previos a la mayor crisis económica y social en la historia de Argentina desde su vuelta a la democracia. En medio de un Gobierno que atraviesa una época difícil, un militante político trabaja como mediador entre figuras de la actual administración y del partido de la oposición que intentan llegar al poder.;https://image.tmdb.org/t/p/original/yBPyZcjl0CNVxlc9CbSZ2cWpvWp.jpg;Drama;8.2;1;6
Dickinson;2019 - 2021;La historia se ubica en el siglo XIX donde a través de la mirada y perspectiva de la joven y rebelde poeta Emily Dickinson se explorarán las limitaciones de la sociedad, el género y la familia de su tiempo.;https://image.tmdb.org/t/p/original/dDdcAfHBZ6Aalv53iR6o35CSLWA.jpg;Comedia, Drama;8.512;3;30
Dilema;2019 - 2019;Desesperada por conseguir fondos para su startup de tecnología médica, una científica y su esposo cierran un extravagante acuerdo con una inversora misteriosa.;https://image.tmdb.org/t/p/original/k7H1vLpZzVS0jqjx9mth67veWuT.jpg;Drama;6.392;1;10
Dime tu nombre;2025 - 2025;Los habitantes de un pueblo español que vive de la fresa han aceptado que los temporeros marroquíes se instalen en una aldea cercana abandonada llamada Fuensanta. La convivencia entre todos genera tensiones, pero lo que ninguno de ellos imagina es que los cimientos de esa localidad esconden algo capaz de desatar sus peores pesadillas.;https://image.tmdb.org/t/p/original/vAmcxOxKX1n4njoj5i5w9atZj4c.jpg;Ciencia ficción, Misterio;5.0;1;6
